place_name,state,postcode,latitude,longitude,lga_name,category
Taggerty,Victoria,3714,-37.34559441,145.72435669,Murrindindi,Regional centres and other regional areas
Tahara,Victoria,3301,-37.73973542,141.71884816,Glenelg,Regional centres and other regional areas
Tahara Bridge,Victoria,3315,-37.68851181,141.64957385,Glenelg,Regional centres and other regional areas
Tahara West,Victoria,3310,-37.73701697,141.63020367,Glenelg,Regional centres and other regional areas
Talbot (Vic.),Victoria,3371,-37.17867092,143.69521637,Central Goldfields,Regional centres and other regional areas
Talgarno,Victoria,3691,-36.07464525,147.16271682,Towong,Regional centres and other regional areas
Tallandoon,Victoria,3701,-36.39989927,147.23460656,Towong,Regional centres and other regional areas
Tallangatta,Victoria,3700,-36.2271391,147.18529436,Towong,Regional centres and other regional areas
Tallangatta East,Victoria,3700,-36.21418941,147.28233209,Towong,Regional centres and other regional areas
Tallangatta South,Victoria,3701,-36.32450928,147.28175456,Towong,Regional centres and other regional areas
Tallangatta Valley,Victoria,3701,-36.33459325,147.45970205,Towong,Regional centres and other regional areas
Tallarook,Victoria,3659,-37.12797735,145.1315471,Mitchell,Regional centres and other regional areas
Tallygaroopna,Victoria,3634,-36.23132178,145.44007242,Greater Shepparton,Regional centres and other regional areas
Tambo Crossing,Victoria,3893,-37.49811842,147.832461,East Gippsland,Regional centres and other regional areas
Tambo Upper,Victoria,3885,-37.76389969,147.86693795,East Gippsland,Regional centres and other regional areas
Tamboon,Victoria,3890,-37.69510349,149.20580091,East Gippsland,Regional centres and other regional areas
Tamboritha,Victoria,3858,-37.43345921,146.71010737,Wellington,Regional centres and other regional areas
Taminick,Victoria,3675,-36.39201472,146.16764482,Benalla,Regional centres and other regional areas
Tamleugh,Victoria,3669,-36.59033294,145.58331026,Strathbogie,Regional centres and other regional areas
Tamleugh North,Victoria,3669,-36.52629916,145.57841406,Greater Shepparton,Regional centres and other regional areas
Tandarook,Victoria,3260,-38.30624149,143.19886422,Corangamite,Regional centres and other regional areas
Tandarra,Victoria,3571,-36.43848332,144.21396424,Loddon,Regional centres and other regional areas
Tangambalanga,Victoria,3691,-36.23956141,147.03844746,Indigo,Regional centres and other regional areas
Tanjil,Victoria,3825,-37.94472244,146.2293859,Baw Baw,Regional centres and other regional areas
Tanjil Bren,Victoria,3833,-37.85354514,146.15956363,Baw Baw,Regional centres and other regional areas
Tanjil South,Victoria,3825,-38.10318159,146.26784241,Baw Baw,Regional centres and other regional areas
Tanwood,Victoria,3478,-37.00223448,143.3870478,Pyrenees,Regional centres and other regional areas
Tanybryn,Victoria,3249,-38.65658639,143.7141888,Colac Otway,Regional centres and other regional areas
Taradale (Vic.),Victoria,3447,-37.14133722,144.34908263,Mount Alexander,Regional centres and other regional areas
Tarcombe,Victoria,3666,-36.986882,145.37620867,Mitchell,Regional centres and other regional areas
Tarilta,Victoria,3451,-37.17776578,144.19120993,Mount Alexander,Regional centres and other regional areas
Tarnagulla,Victoria,3551,-36.77751481,143.83046797,Loddon,Regional centres and other regional areas
Tarnook,Victoria,3670,-36.54113911,145.86144022,Benalla,Regional centres and other regional areas
Taroon,Victoria,3265,-38.33080269,142.87104737,Moyne,Regional centres and other regional areas
Tarra Valley,Victoria,3971,-38.46878981,146.5623819,Wellington,Regional centres and other regional areas
Tarranyurk,Victoria,3414,-36.23401308,142.12222251,Hindmarsh,Regional centres and other regional areas
Tarraville,Victoria,3971,-38.62634582,146.7428049,Wellington,Regional centres and other regional areas
Tarrawarra,Victoria,3775,-37.65591371,145.44368054,Yarra Ranges,Regional centres and other regional areas
Tarrawingee,Victoria,3678,-36.3934629,146.46704403,Wangaratta,Regional centres and other regional areas
Tarrayoukyan,Victoria,3315,-37.29807114,141.56298023,Southern Grampians,Regional centres and other regional areas
Tarrengower,Victoria,3463,-37.00489619,144.01474502,Mount Alexander,Regional centres and other regional areas
Tarrenlea,Victoria,3315,-37.67898146,141.74273949,Southern Grampians,Regional centres and other regional areas
Tarrington,Victoria,3301,-37.7679459,142.12054897,Southern Grampians,Regional centres and other regional areas
Tarrone,Victoria,3283,-38.22417855,142.20330682,Moyne,Regional centres and other regional areas
Tarwin,Victoria,3956,-38.60628075,145.95452117,South Gippsland,Regional centres and other regional areas
Tarwin Lower,Victoria,3956,-38.76482914,145.90384569,South Gippsland,Regional centres and other regional areas
Tatong,Victoria,3673,-36.78680192,146.15635446,Benalla,Regional centres and other regional areas
Tatura,Victoria,3616,-36.45781659,145.20465389,Greater Shepparton,Regional centres and other regional areas
Tatura East,Victoria,3616,-36.43962851,145.29332156,Greater Shepparton,Regional centres and other regional areas
Tatyoon,Victoria,3378,-37.50807157,142.99415386,Ararat,Regional centres and other regional areas
Tawonga,Victoria,3697,-36.66064244,147.15027553,Alpine,Regional centres and other regional areas
Tawonga South,Victoria,3698,-36.76612327,147.13764387,Alpine,Regional centres and other regional areas
Taylor Bay,Victoria,3713,-37.20793608,145.88022765,Murrindindi,Regional centres and other regional areas
Teal Point,Victoria,3579,-35.68004198,144.05091814,Gannawarra,Regional centres and other regional areas
Teddywaddy,Victoria,3527,-36.19506399,143.32407268,Buloke,Regional centres and other regional areas
Teddywaddy West,Victoria,3527,-36.1966226,143.22269492,Buloke,Regional centres and other regional areas
Teesdale (Vic.),Victoria,3328,-38.02365192,144.05488842,Golden Plains,Cities and major regional centres
Telangatuk East,Victoria,3401,-37.1304823,142.01520555,Horsham,Regional centres and other regional areas
Telford,Victoria,3730,-36.10237739,145.94835103,Moira,Regional centres and other regional areas
Telopea Downs,Victoria,3420,-36.01988784,141.10784314,West Wimmera,Regional centres and other regional areas
Tempy,Victoria,3489,-35.31216578,142.42428643,Yarriambiack,Regional centres and other regional areas
Tenby Point,Victoria,3984,-38.41419657,145.4766664,Bass Coast,Regional centres and other regional areas
Tennyson (Vic.),Victoria,3572,-36.28761994,144.35204485,Campaspe,Regional centres and other regional areas
Terang,Victoria,3264,-38.23862192,142.87884237,Corangamite,Regional centres and other regional areas
Terip Terip,Victoria,3719,-37.02765586,145.54067565,Murrindindi,Regional centres and other regional areas
Terrappee,Victoria,3525,-36.16361456,143.57311187,Loddon,Regional centres and other regional areas
Terrick Terrick,Victoria,3575,-36.13464656,144.2368229,Loddon,Regional centres and other regional areas
Terrick Terrick East,Victoria,3573,-36.11634996,144.38000716,Campaspe,Regional centres and other regional areas
Tesbury,Victoria,3260,-38.29046674,143.16707266,Corangamite,Regional centres and other regional areas
Tetoora Road,Victoria,3821,-38.27759872,145.88867187,Baw Baw,Regional centres and other regional areas
Thalia,Victoria,3527,-36.09927098,143.07597004,Buloke,Regional centres and other regional areas
The Cove,Victoria,3268,-38.49029683,142.6970486,Moyne,Regional centres and other regional areas
The Gurdies,Victoria,3984,-38.38724662,145.56358057,Bass Coast,Regional centres and other regional areas
The Heart,Victoria,3851,-38.11793006,147.17245957,Wellington,Regional centres and other regional areas
The Honeysuckles,Victoria,3851,-38.33423235,147.23351828,Wellington,Regional centres and other regional areas
The Patch,Victoria,3792,-37.89185669,145.40216266,Yarra Ranges,Regional centres and other regional areas
The Sisters,Victoria,3265,-38.18303367,142.78515308,Moyne,Regional centres and other regional areas
Thologolong,Victoria,3691,-35.99096539,147.42829368,Towong,Regional centres and other regional areas
Thomson (Baw Baw - Vic.),Victoria,3825,-37.75600925,146.34511126,Baw Baw,Regional centres and other regional areas
Thomson (Greater Geelong - Vic.),Victoria,3219,-38.16957578,144.37894402,Greater Geelong,Cities and major regional centres
Thoona,Victoria,3726,-36.34466296,146.07723298,Benalla,Regional centres and other regional areas
Thornton (Vic.),Victoria,3712,-37.25959272,145.81893807,Murrindindi,Regional centres and other regional areas
Thorpdale,Victoria,3835,-38.30359895,146.17062992,Baw Baw,Regional centres and other regional areas
Thorpdale South,Victoria,3824,-38.33430932,146.13414592,Baw Baw,Regional centres and other regional areas
Thowgla Valley,Victoria,3707,-36.27330193,147.93756199,Towong,Regional centres and other regional areas
Three Bridges,Victoria,3797,-37.84879791,145.6898385,Yarra Ranges,Regional centres and other regional areas
Timbarra (Vic.),Victoria,3893,-37.4911638,147.93343421,East Gippsland,Regional centres and other regional areas
Timboon,Victoria,3268,-38.48918321,142.97597427,Corangamite,Regional centres and other regional areas
Timboon West,Victoria,3268,-38.54197748,142.9215232,Corangamite,Regional centres and other regional areas
Timmering,Victoria,3561,-36.347871,144.87806485,Campaspe,Regional centres and other regional areas
Timor (Vic.),Victoria,3465,-36.97920804,143.73445237,Central Goldfields,Regional centres and other regional areas
Timor West,Victoria,3465,-36.9565163,143.67883355,Central Goldfields,Regional centres and other regional areas
Tinamba,Victoria,3859,-37.96893028,146.87520222,Wellington,Regional centres and other regional areas
Tinamba West,Victoria,3859,-37.92469431,146.83074003,Wellington,Regional centres and other regional areas
Tintaldra,Victoria,3708,-36.06956111,147.92100079,Towong,Regional centres and other regional areas
Tittybong,Victoria,3542,-35.76139453,143.38252972,Gannawarra,Regional centres and other regional areas
Tol Tol,Victoria,3549,-34.65135261,142.82584284,Swan Hill,Regional centres and other regional areas
Tolmie,Victoria,3723,-36.96043635,146.27717379,Mansfield,Regional centres and other regional areas
Tom Groggin,Victoria,3707,-36.5956243,148.08054214,Towong,Regional centres and other regional areas
Tongala,Victoria,3621,-36.24555619,144.95777922,Campaspe,Regional centres and other regional areas
Tonghi Creek,Victoria,3890,-37.60737237,149.07158981,East Gippsland,Regional centres and other regional areas
Tongio,Victoria,3896,-37.16907549,147.69561347,East Gippsland,Regional centres and other regional areas
Tonimbuk,Victoria,3815,-38.01515266,145.71346083,Cardinia,Regional centres and other regional areas
Tooan,Victoria,3409,-36.86664756,141.75998694,Horsham,Regional centres and other regional areas
Tooborac,Victoria,3522,-37.04392856,144.77074406,Mitchell,Regional centres and other regional areas
Toolamba,Victoria,3614,-36.49358524,145.32375957,Greater Shepparton,Regional centres and other regional areas
Toolamba West,Victoria,3614,-36.48359542,145.26889175,Greater Shepparton,Regional centres and other regional areas
Toolangi,Victoria,3777,-37.52125651,145.50282242,Murrindindi,Regional centres and other regional areas
Toolleen,Victoria,3551,-36.72083876,144.67411226,Campaspe,Regional centres and other regional areas
Toolome,Victoria,3860,-37.61644107,147.05344431,Wellington,Regional centres and other regional areas
Toolondo,Victoria,3401,-37.01954661,141.88897226,Horsham,Regional centres and other regional areas
Toolong,Victoria,3285,-38.31532929,142.23779523,Moyne,Regional centres and other regional areas
Toombon,Victoria,3825,-37.72122952,146.43935055,Baw Baw,Regional centres and other regional areas
Toongabbie (Vic.),Victoria,3856,-38.0358829,146.59211833,Latrobe (Vic.),Regional centres and other regional areas
Toora (Vic.),Victoria,3962,-38.66486361,146.3193126,South Gippsland,Regional centres and other regional areas
Toora North,Victoria,3962,-38.60123818,146.33738771,South Gippsland,Regional centres and other regional areas
Tooradin,Victoria,3980,-38.20104419,145.38356472,Casey,Regional centres and other regional areas
Toorloo Arm,Victoria,3909,-37.79262825,148.06177238,East Gippsland,Regional centres and other regional areas
Toorongo,Victoria,3833,-37.77552204,146.08688532,Baw Baw,Regional centres and other regional areas
Tootgarook,Victoria,3941,-38.37769092,144.85015859,Mornington Peninsula,Regional centres and other regional areas
Torquay (Vic.),Victoria,3228,-38.30813636,144.32217214,Surf Coast,Cities and major regional centres
Torrita,Victoria,3490,-35.13685644,141.93559339,Mildura,Regional centres and other regional areas
Torrumbarry,Victoria,3562,-36.0461886,144.52764053,Campaspe,Regional centres and other regional areas
Torwood,Victoria,3821,-38.25782918,145.87430762,Baw Baw,Regional centres and other regional areas
Tostaree,Victoria,3888,-37.78091895,148.19090871,East Gippsland,Regional centres and other regional areas
Tottington,Victoria,3477,-36.76877301,143.10320084,Northern Grampians,Regional centres and other regional areas
Tourello,Victoria,3363,-37.35431452,143.78893925,Ballarat,Regional centres and other regional areas
Towan,Victoria,3596,-35.14973635,143.22338712,Swan Hill,Regional centres and other regional areas
Towaninny,Victoria,3527,-35.85552927,143.35538231,Buloke,Regional centres and other regional areas
Towaninny South,Victoria,3527,-35.94188473,143.3340207,Buloke,Regional centres and other regional areas
Tower Hill,Victoria,3283,-38.32666609,142.35788686,Moyne,Regional centres and other regional areas
Towong,Victoria,3707,-36.12965815,147.97105393,Towong,Regional centres and other regional areas
Towong Upper,Victoria,3707,-36.21106267,148.00818065,Towong,Regional centres and other regional areas
Trafalgar (Vic.),Victoria,3824,-38.16942357,146.14710308,Baw Baw,Regional centres and other regional areas
Trafalgar East,Victoria,3824,-38.17228515,146.19251538,Baw Baw,Regional centres and other regional areas
Trafalgar South,Victoria,3824,-38.24403713,146.1593491,Baw Baw,Regional centres and other regional areas
Tragowel,Victoria,3579,-35.84483733,143.9724314,Gannawarra,Regional centres and other regional areas
Traralgon,Victoria,3844,-38.20334256,146.51978093,Latrobe (Vic.),Regional centres and other regional areas
Traralgon East,Victoria,3844,-38.1871611,146.58934963,Latrobe (Vic.),Regional centres and other regional areas
Traralgon South,Victoria,3844,-38.28992823,146.54620353,Latrobe (Vic.),Regional centres and other regional areas
Trawalla,Victoria,3373,-37.44450608,143.48674418,Pyrenees,Regional centres and other regional areas
Trawool,Victoria,3660,-37.12095606,145.23904241,Mitchell,Regional centres and other regional areas
Traynors Lagoon,Victoria,3477,-36.5834024,142.98244182,Northern Grampians,Regional centres and other regional areas
Tremont,Victoria,3785,-37.87908768,145.31619416,Yarra Ranges,Regional centres and other regional areas
Trentham,Victoria,3458,-37.3810015,144.33042778,Hepburn,Regional centres and other regional areas
Trentham East,Victoria,3458,-37.41001922,144.40276372,Macedon Ranges,Regional centres and other regional areas
Tresco,Victoria,3583,-35.50427035,143.6898102,Swan Hill,Regional centres and other regional areas
Tresco West,Victoria,3584,-35.50766924,143.63182301,Swan Hill,Regional centres and other regional areas
Trida,Victoria,3953,-38.32447381,145.97329103,South Gippsland,Regional centres and other regional areas
Tubbut,Victoria,3888,-37.05776842,148.59493805,East Gippsland,Regional centres and other regional areas
Tuerong,Victoria,3915,-38.29867984,145.09677831,Mornington Peninsula,Regional centres and other regional areas
Tulkara,Victoria,3384,-36.94378093,143.04848467,Northern Grampians,Regional centres and other regional areas
Tungamah,Victoria,3728,-36.16165808,145.87558018,Moira,Regional centres and other regional areas
Turoar,Victoria,3546,-35.18002778,143.08354396,Swan Hill,Regional centres and other regional areas
Turriff,Victoria,3488,-35.47086317,142.45221293,Yarriambiack,Regional centres and other regional areas
Turriff East,Victoria,3488,-35.44758298,142.58405053,Buloke,Regional centres and other regional areas
Turtons Creek,Victoria,3960,-38.54999364,146.22709879,South Gippsland,Regional centres and other regional areas
Tutye,Victoria,3490,-35.19004403,141.48021783,Mildura,Regional centres and other regional areas
Tyaak,Victoria,3658,-37.21815512,145.13853745,Mitchell,Regional centres and other regional areas
Tyabb,Victoria,3913,-38.26779569,145.17150565,Mornington Peninsula,Regional centres and other regional areas
Tyenna (Vic.),Victoria,3533,-35.32440771,142.5760127,Buloke,Regional centres and other regional areas
Tyers,Victoria,3844,-38.13540945,146.46886438,Latrobe (Vic.),Regional centres and other regional areas
Tylden,Victoria,3444,-37.32855034,144.41327268,Macedon Ranges,Regional centres and other regional areas
Tynong,Victoria,3813,-38.09525874,145.62640475,Cardinia,Regional centres and other regional areas
Tynong North,Victoria,3813,-38.02808809,145.62800668,Cardinia,Regional centres and other regional areas
Tyntynder,Victoria,3586,-35.24032989,143.54587302,Swan Hill,Regional centres and other regional areas
Tyntynder South,Victoria,3586,-35.27595338,143.51331327,Swan Hill,Regional centres and other regional areas
Tyrendarra,Victoria,3285,-38.21071873,141.79373382,Glenelg,Regional centres and other regional areas
Tyrendarra East,Victoria,3285,-38.25617652,141.89788289,Moyne,Regional centres and other regional areas
Tyrrell,Victoria,3533,-35.43337079,142.99116887,Buloke,Regional centres and other regional areas
Tyrrell Downs,Victoria,3533,-35.31348612,142.93339524,Buloke,Regional centres and other regional areas
Ullina,Victoria,3370,-37.27628488,143.88800714,Hepburn,Regional centres and other regional areas
Ullswater,Victoria,3318,-36.9204146,141.39992212,West Wimmera,Regional centres and other regional areas
Ultima,Victoria,3544,-35.48170687,143.27936536,Swan Hill,Regional centres and other regional areas
Ultima East,Victoria,3544,-35.43227134,143.37415888,Swan Hill,Regional centres and other regional areas
Ulupna,Victoria,3641,-35.83602953,145.45221853,Moira,Regional centres and other regional areas
Undera,Victoria,3629,-36.24537817,145.21393695,Greater Shepparton,Regional centres and other regional areas
Underbool,Victoria,3509,-35.15325792,141.82492234,Mildura,Regional centres and other regional areas
Upotipotpon,Victoria,3669,-36.49616587,145.79856269,Strathbogie,Regional centres and other regional areas
Upper Gundowring,Victoria,3691,-36.51998219,147.09543489,Alpine,Regional centres and other regional areas
Upper Lurg,Victoria,3673,-36.56244965,146.17326521,Benalla,Regional centres and other regional areas
Upper Plenty,Victoria,3756,-37.41965576,145.05465143,Mitchell,Regional centres and other regional areas
Upper Ryans Creek,Victoria,3673,-36.67440266,146.20884226,Benalla,Regional centres and other regional areas
Upton Hill,Victoria,3664,-36.89546872,145.4034676,Strathbogie,Regional centres and other regional areas
Valencia Creek,Victoria,3860,-37.78327669,146.98972713,Wellington,Regional centres and other regional areas
Vasey,Victoria,3407,-37.33360828,141.89221097,Southern Grampians,Regional centres and other regional areas
Vaughan,Victoria,3451,-37.16035828,144.21463488,Mount Alexander,Regional centres and other regional areas
Vectis,Victoria,3401,-36.6930681,142.06793996,Horsham,Regional centres and other regional areas
Ventnor (Vic.),Victoria,3922,-38.49235712,145.19512889,Bass Coast,Regional centres and other regional areas
Venus Bay (Vic.),Victoria,3956,-38.67619473,145.79033422,South Gippsland,Regional centres and other regional areas
Vervale,Victoria,3814,-38.13784205,145.65981705,Cardinia,Regional centres and other regional areas
Vesper,Victoria,3833,-37.87160269,146.06905805,Baw Baw,Regional centres and other regional areas
Victoria Point (Vic.),Victoria,3294,-37.50928341,142.22217727,Southern Grampians,Regional centres and other regional areas
Victoria Valley (Vic.),Victoria,3294,-37.52612995,142.31711372,Southern Grampians,Regional centres and other regional areas
Vinifera,Victoria,3591,-35.21237233,143.39856058,Swan Hill,Regional centres and other regional areas
Violet Town,Victoria,3669,-36.60963703,145.71113626,Strathbogie,Regional centres and other regional areas
Vite Vite,Victoria,3325,-37.86010113,143.1449137,Corangamite,Regional centres and other regional areas
Vite Vite North,Victoria,3325,-37.78960582,143.20454454,Corangamite,Regional centres and other regional areas
W Tree,Victoria,3885,-37.33764878,148.29341206,East Gippsland,Regional centres and other regional areas
Waaia,Victoria,3637,-36.04565116,145.31200504,Moira,Regional centres and other regional areas
Waanyarra,Victoria,3551,-36.82022296,143.8182969,Loddon,Regional centres and other regional areas
Waarre,Victoria,3269,-38.57585757,143.04950211,Corangamite,Regional centres and other regional areas
Wabonga,Victoria,3678,-37.03308257,146.55115418,Wangaratta,Regional centres and other regional areas
Waggarandall,Victoria,3646,-36.24489784,145.76692268,Moira,Regional centres and other regional areas
Wahgunyah,Victoria,3687,-36.00470186,146.42127067,Indigo,Regional centres and other regional areas
Wahring,Victoria,3608,-36.69931201,145.25380243,Strathbogie,Regional centres and other regional areas
Wail,Victoria,3401,-36.53004376,142.08656291,Horsham,Regional centres and other regional areas
Wairewa,Victoria,3887,-37.69140991,148.1660316,East Gippsland,Regional centres and other regional areas
Waitchie,Victoria,3544,-35.37877719,143.10704603,Swan Hill,Regional centres and other regional areas
Wal Wal,Victoria,3385,-36.819112,142.61646985,Northern Grampians,Regional centres and other regional areas
Waldara,Victoria,3678,-36.31992503,146.28443012,Wangaratta,Regional centres and other regional areas
Walhalla,Victoria,3825,-37.93401037,146.47434043,Baw Baw,Regional centres and other regional areas
Walhalla East,Victoria,3825,-37.93253767,146.58078508,Wellington,Regional centres and other regional areas
Walkerville (Vic.),Victoria,3956,-38.81013932,145.98846018,South Gippsland,Regional centres and other regional areas
Walkerville North,Victoria,3956,-38.8399508,146.00028146,South Gippsland,Regional centres and other regional areas
Walkerville South,Victoria,3956,-38.85517567,145.99346124,South Gippsland,Regional centres and other regional areas
Wallace,Victoria,3352,-37.56247362,144.05321892,Moorabool,Regional centres and other regional areas
Wallacedale,Victoria,3303,-37.9328107,141.82280367,Glenelg,Regional centres and other regional areas
Wallagaraugh,Victoria,3891,-37.42900564,149.74839414,East Gippsland,Regional centres and other regional areas
Wallaloo,Victoria,3387,-36.74803453,142.90169939,Northern Grampians,Regional centres and other regional areas
Wallaloo East,Victoria,3387,-36.80557726,142.90899211,Northern Grampians,Regional centres and other regional areas
Wallan,Victoria,3756,-37.40815045,144.96390145,Mitchell,Regional centres and other regional areas
Wallinduc,Victoria,3351,-37.87258147,143.51917064,Golden Plains,Regional centres and other regional areas
Wallington,Victoria,3222,-38.22637255,144.51192682,Greater Geelong,Cities and major regional centres
Wallup,Victoria,3401,-36.35470848,142.25816745,Yarriambiack,Regional centres and other regional areas
Walmer (Vic.),Victoria,3463,-36.97491033,144.1620493,Mount Alexander,Regional centres and other regional areas
Walpa,Victoria,3875,-37.7955251,147.41503171,East Gippsland,Regional centres and other regional areas
Walpeup,Victoria,3507,-35.09923907,142.04587586,Mildura,Regional centres and other regional areas
Walwa,Victoria,3709,-35.99248214,147.73155184,Towong,Regional centres and other regional areas
Wandana Heights,Victoria,3216,-38.17761831,144.29965642,Greater Geelong,Cities and major regional centres
Wandella (Vic.),Victoria,3579,-35.7371784,143.82363932,Gannawarra,Regional centres and other regional areas
Wandiligong,Victoria,3744,-36.79090616,146.98463248,Alpine,Regional centres and other regional areas
Wandin East,Victoria,3139,-37.81232188,145.45489009,Yarra Ranges,Regional centres and other regional areas
Wandin North,Victoria,3139,-37.78058365,145.42629886,Yarra Ranges,Regional centres and other regional areas
Wando Bridge,Victoria,3312,-37.43926657,141.42389567,Glenelg,Regional centres and other regional areas
Wando Vale,Victoria,3312,-37.48616022,141.49462544,Glenelg,Regional centres and other regional areas
Wandong,Victoria,3758,-37.3521701,145.03139512,Mitchell,Regional centres and other regional areas
Wandown,Victoria,3549,-34.82234464,142.94284114,Swan Hill,Regional centres and other regional areas
Wangandary,Victoria,3678,-36.32527218,146.2267625,Wangaratta,Regional centres and other regional areas
Wangarabell,Victoria,3891,-37.38653319,149.48463422,East Gippsland,Regional centres and other regional areas
Wangaratta (Vic.),Victoria,3677,-36.36290392,146.31853846,Wangaratta,Regional centres and other regional areas
Wangaratta South,Victoria,3678,-36.39171128,146.24737896,Wangaratta,Regional centres and other regional areas
Wangie,Victoria,3530,-35.69336199,143.28332701,Buloke,Regional centres and other regional areas
Wangoom,Victoria,3279,-38.33121869,142.58187973,Moyne,Regional centres and other regional areas
Wannon,Victoria,3301,-37.65194486,141.83148681,Southern Grampians,Regional centres and other regional areas
Waranga Shores,Victoria,3612,-36.54805966,145.09121155,Campaspe,Regional centres and other regional areas
Waratah Bay,Victoria,3959,-38.80233581,146.05839342,South Gippsland,Regional centres and other regional areas
Warburton (Vic.),Victoria,3799,-37.72840541,145.6981669,Yarra Ranges,Regional centres and other regional areas
Wareek,Victoria,3465,-36.9955936,143.61671343,Central Goldfields,Regional centres and other regional areas
Wargan,Victoria,3505,-34.18915377,141.83386783,Mildura,Regional centres and other regional areas
Warmur,Victoria,3482,-36.08630722,142.75497527,Buloke,Regional centres and other regional areas
Warncoort,Victoria,3243,-38.31851033,143.71525948,Colac Otway,Regional centres and other regional areas
Warne,Victoria,3530,-35.78449734,143.11415347,Buloke,Regional centres and other regional areas
Warneet,Victoria,3980,-38.22574947,145.31953532,Casey,Regional centres and other regional areas
Warrabkook,Victoria,3286,-37.98382512,142.07340885,Moyne,Regional centres and other regional areas
Warracknabeal,Victoria,3393,-36.22516835,142.43029949,Yarriambiack,Regional centres and other regional areas
Warragul,Victoria,3820,-38.15371995,145.92997112,Baw Baw,Regional centres and other regional areas
Warragul South,Victoria,3821,-38.2144562,145.91051903,Baw Baw,Regional centres and other regional areas
Warragul West,Victoria,3821,-38.16898192,145.8820212,Baw Baw,Regional centres and other regional areas
Warrak,Victoria,3377,-37.28431899,143.11443687,Ararat,Regional centres and other regional areas
Warrayure,Victoria,3301,-37.7168308,142.1793428,Southern Grampians,Regional centres and other regional areas
Warrenbayne,Victoria,3670,-36.70458585,145.8893829,Benalla,Regional centres and other regional areas
Warrenheip,Victoria,3352,-37.57461978,143.92385974,Ballarat,Regional centres and other regional areas
Warrenmang,Victoria,3478,-37.05765623,143.30473986,Pyrenees,Regional centres and other regional areas
Warrion,Victoria,3249,-38.22511374,143.55722689,Colac Otway,Regional centres and other regional areas
Warrnambool,Victoria,3280,-38.36885984,142.4981786,Warrnambool,Regional centres and other regional areas
Warrock,Victoria,3312,-37.4304336,141.29408092,Glenelg,Regional centres and other regional areas
Warrong,Victoria,3283,-38.19784738,142.32120674,Moyne,Regional centres and other regional areas
Wartook,Victoria,3401,-37.03070027,142.34524273,Horsham,Regional centres and other regional areas
Watchem,Victoria,3482,-36.15161381,142.87520029,Buloke,Regional centres and other regional areas
Watchem West,Victoria,3393,-36.1422629,142.67205219,Yarriambiack,Regional centres and other regional areas
Watchupga,Victoria,3485,-35.76940196,142.68999593,Buloke,Regional centres and other regional areas
Waterford Park,Victoria,3658,-37.30021967,145.06684567,Mitchell,Regional centres and other regional areas
Waterholes,Victoria,3875,-37.64795041,147.69328746,East Gippsland,Regional centres and other regional areas
Waterloo (Vic.),Victoria,3373,-37.3570436,143.43835894,Pyrenees,Regional centres and other regional areas
Watsons Creek (Vic.),Victoria,3097,-37.65946926,145.26823195,Nillumbik,Regional centres and other regional areas
Wattle Bank,Victoria,3995,-38.57575241,145.70810088,Bass Coast,Regional centres and other regional areas
Wattle Creek,Victoria,3384,-36.96394568,143.07770121,Northern Grampians,Regional centres and other regional areas
Wattle Flat (Vic.),Victoria,3352,-37.48089128,143.94802979,Moorabool,Regional centres and other regional areas
Wattle Hill (Vic.),Victoria,3237,-38.75548283,143.25340823,Corangamite,Regional centres and other regional areas
Waubra,Victoria,3352,-37.3339,143.61812357,Pyrenees,Regional centres and other regional areas
Waurn Ponds,Victoria,3216,-38.19829722,144.27849433,Greater Geelong,Cities and major regional centres
Waygara,Victoria,3888,-37.76759604,148.32026163,East Gippsland,Regional centres and other regional areas
Weatherboard,Victoria,3352,-37.43384336,143.67239556,Ballarat,Regional centres and other regional areas
Wedderburn (Vic.),Victoria,3518,-36.43197524,143.5989308,Loddon,Regional centres and other regional areas
Wedderburn Junction,Victoria,3518,-36.42942274,143.70812076,Loddon,Regional centres and other regional areas
Wee Wee Rup,Victoria,3568,-35.86206524,144.29139435,Gannawarra,Regional centres and other regional areas
Weeaproinah,Victoria,3237,-38.63386497,143.4949528,Colac Otway,Regional centres and other regional areas
Weering,Victoria,3251,-38.09095491,143.69112093,Colac Otway,Regional centres and other regional areas
Weerite,Victoria,3260,-38.22654476,143.25895416,Corangamite,Regional centres and other regional areas
Wehla,Victoria,3518,-36.60893059,143.62777433,Loddon,Regional centres and other regional areas
Wellsford,Victoria,3551,-36.72235281,144.37949069,Greater Bendigo,Regional centres and other regional areas
Welshmans Reef,Victoria,3462,-37.06176723,144.03567356,Mount Alexander,Regional centres and other regional areas
Welshpool (Vic.),Victoria,3966,-38.66264383,146.43241623,South Gippsland,Regional centres and other regional areas
Wemen,Victoria,3549,-34.80425995,142.66749141,Swan Hill,Regional centres and other regional areas
Wendouree,Victoria,3355,-37.53076643,143.82839089,Ballarat,Regional centres and other regional areas
Wensleydale,Victoria,3241,-38.37376275,144.05356544,Surf Coast,Regional centres and other regional areas
Wentworth (Vic.),Victoria,3875,-37.31078552,147.48997143,East Gippsland,Regional centres and other regional areas
Werneth,Victoria,3352,-37.92910659,143.60557885,Golden Plains,Regional centres and other regional areas
Werona,Victoria,3364,-37.24444342,144.02332429,Mount Alexander,Regional centres and other regional areas
Werrimull,Victoria,3496,-34.40887329,141.56222033,Mildura,Regional centres and other regional areas
